filename,post_title,vimeo_id,youtube_id,youtube_title,youtube_url,confirmed
2016-08-14-jonkoklapper-offer.md,JONKOKLAPPER - OFFER,175352438,wtw4CP-Gxaw,Jonkoklapper - Offer (Official Video),https://www.youtube.com/watch?v=wtw4CP-Gxaw,YES
2016-08-22-tame-impala-mind-mischief.md,Tame Impala - Mind Mischief,57946935,,,,NO
2016-08-23-pa-laguerta.md,PA “Laguerta”,170807319,0iit72YCzWw,P A - Laguerta,https://www.youtube.com/watch?v=0iit72YCzWw,YES
2016-08-24-dj-shadow-ft-run-the-jewels-nobody-speak.md,DJ Shadow ft. Run The Jewels - Nobody Speak,180016993,NUC2EQvdzmY,DJ Shadow - Nobody Speak feat. Run The Jewels (Official Video),https://www.youtube.com/watch?v=NUC2EQvdzmY,YES
2016-09-17-j-cole-she-knows-ft-amber-coffman-cults.md,J.Cole - She Knows (ft. Amber Coffman & Cults),86718857,jYdaQJzcAcw,"J. Cole - She Knows (Explicit Video) ft. Amber Coffman, Cults",https://www.youtube.com/watch?v=jYdaQJzcAcw,YES
2016-09-17-phantoms-voyeur.md,PHANTOMS - VOYEUR,125551356,lj2x_srY6vA,Phantoms - Voyeur ft. Nicholas Braun,https://www.youtube.com/watch?v=lj2x_srY6vA,YES
2016-09-17-the-avalanches-subways.md,The Avalanches | Subways,180577024,qLrnkK2YEcE,The Avalanches - Frontier Psychiatrist (Official HD Video),https://www.youtube.com/watch?v=qLrnkK2YEcE,YES
2016-09-30-alfons-ganjaman.md,Alfons - Ganjaman,129675375,CpP1oYNsXwI,Alfons - Ganjaman (Official Video),https://www.youtube.com/watch?v=CpP1oYNsXwI,YES
2016-10-12-valentino-khan-deep-down-low.md,Valentino Khan - Deep Down Low,153159513,1wl5BbUg05M,Valentino Khan - Deep Down Low (Official Music Video),https://www.youtube.com/watch?v=1wl5BbUg05M,YES
2016-11-23-sbcr-the-grid.md,SBCR | The Grid,124523399,,,,NO
2017-02-22-bomba-estereo-soy-yo-torben-kjelstrup.md,Bomba Estereo - Soy Yo | Torben Kjelstrup,178872845,NCEQX46L3KU,Bomba Estéreo - Internacionales (Official Video),https://www.youtube.com/watch?v=NCEQX46L3KU,YES
2017-02-22-chelou-halfway-to-nowhere.md,Chelou - Halfway to Nowhere,194805158,BgP9tzt9_Z8,Chelou - Halfway to Nowhere,https://www.youtube.com/watch?v=BgP9tzt9_Z8,YES
2017-02-22-claude-vonstroke-make-a-cake.md,Claude VonStroke - Make A Cake,190295061,kWNHvIt9ryk,Claude VonStroke - Make A Cake [OFFICIAL VIDEO],https://www.youtube.com/watch?v=kWNHvIt9ryk,YES
2017-02-22-dessert-songs-for-children.md,Dessert - Songs for Children,189365767,,,,NO
2017-02-22-kungs-i-feel-so-bad.md,KUNGS : I FEEL SO BAD,190484705,0SVk3adkchY,Kungs - I FEEL SO BAD (Official Video) ft. Ephemerals,https://www.youtube.com/watch?v=0SVk3adkchY,YES
2017-02-22-savage-like-michael-jackson.md,SAVAGE | Like Michael Jackson,130934247,t1pqi8vjTLY,Michael Jackson - They Don't Care About Us (Prison Version) (Official Video),https://www.youtube.com/watch?v=t1pqi8vjTLY,YES
2017-02-22-schoolboy-q-ft-e-40-dope-dealer.md,ScHoolboy Q ft. E-40 - Dope Dealer,191539459,,,,NO
2017-02-22-t-rextasy-gap-yr-boiz.md,T-Rextasy - “Gap Yr Boiz”,181846153,NzyJvGuJfkk,T-Rextasy - Gap Yr Boiz [Official Music Video],https://www.youtube.com/watch?v=NzyJvGuJfkk,YES
2017-02-22-the-chase-in-the-ghost-train.md,THE CHASE IN THE GHOST TRAIN,182359265,,,,NO
2017-02-22-vince-staples-a-musical-short.md,VINCE STAPLES - a musical short,180608332,8Un0nhTbzMk,Vince Staples - Ramona Park Broke My Heart The Musical: WHEN SPARKS FLY,https://www.youtube.com/watch?v=8Un0nhTbzMk,YES
2017-02-28-porter-la-china.md,Porter - La China,170555604,rk2qfn3oU0U,Porter - La China (Video Oficial),https://www.youtube.com/watch?v=rk2qfn3oU0U,YES
2017-02-28-the-avalanches-because-im-me.md,The Avalanches - Because I''m Me,189166919,eu0KsZ_MVBc,The Avalanches - Because I'm Me (Official Video),https://www.youtube.com/watch?v=eu0KsZ_MVBc,YES
2017-03-01-plurabelle-our-fires.md,Plurabelle - Our Fires,99541639,1zTr1Zn-h7I,Plurabelle - Our Fires,https://www.youtube.com/watch?v=1zTr1Zn-h7I,YES
2017-05-15-dirty-image.md,dirty image,180337696,RgnXl7fz0Bc,Taio Cruz - Dirty Picture ft. Kesha,https://www.youtube.com/watch?v=RgnXl7fz0Bc,YES
2017-05-15-kenzo-sun-to-sun-a-retelling-of-the-momotaro-tale.md,"KENZO - SUN TO SUN, A RETELLING OF THE MOMOTARO TALE",169828755,,,,NO
2017-05-15-leon-else-black-car.md,Leon Else - Black Car,182579439,8YsB_V-0aMY,Leon Else - Black Car,https://www.youtube.com/watch?v=8YsB_V-0aMY,YES
2017-05-15-lorn-anvil.md,LORN - ANVIL,181706731,CqaAs_3azSs,LORN - ANVIL [Official Music Video],https://www.youtube.com/watch?v=CqaAs_3azSs,YES
2017-05-15-nick-leng-quite-some-time.md,Nick Leng: Quite Some Time,171666583,qQSKx4nZ-qY,Nick Leng: Quite Some Time (Official Music Video),https://www.youtube.com/watch?v=qQSKx4nZ-qY,YES
